Term, TermFreq >= 1, PosClassDiff (correct-estimate), NegClassDiff, PosClassAvDiff, NegClassAvDiff, CorrectClass1pos, CorrectClass2pos, CorrectClass3pos, CorrectClass4pos, CorrectClass5pos, CorrectClass1neg, CorrectClass2neg, CorrectClass3neg, CorrectClass4neg, CorrectClass5neg, ,
altogether,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
ambiguity,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
ambiguous,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
amend,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
amended,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
amendment,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
amount,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
analagous,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
analysis,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
analyzer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
androidapicombo,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
annotation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
annotations,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
announced,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
annoying,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
answer,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
answering,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ant,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
anticipating,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
apparently,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
appear,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
appearing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
appended,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
apple,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
applications,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
appreciate,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
approval,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
approximation,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
apps,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
apt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
archived,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
archives,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
area,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
areas,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
aren't,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
arguably,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
argv,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
arrow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
asidoctor,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
aspect,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
assertion,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
assigned,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
assigning,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
assimilate,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
assimulating,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
associated,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
association,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
assumed,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
astr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
atomic,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
attach,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
attempt,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
attention,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
audio,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
aura,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
authn,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
author,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
author's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
authorise,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
authz,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
automatically,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
avoiding,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
backends,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
backendutility,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
background,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
backup,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bare,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
barrier,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
barring,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
baseline,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
batch,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bbc94edb9a91b27910d43610db994df10dd99e1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
bc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bcitation,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bearnd,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
becoming,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
begining,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
beginning,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
behalf,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
behaving,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
below's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
benchcmp,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
benchmark,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
besides,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
beta,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
beyond,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
binding,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
bisvalid,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
blackberrysetupwizardndkpage,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
blacklist,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
blah,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
blind,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
bloat,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
blueprint,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
board,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
bodies,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bogus,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bom,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
booted,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
border,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
bother,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bothering,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bottom,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
boxes,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
brace,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
braking,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
brian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bried,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
brief,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bring,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
brings,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
browse,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
browser,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
bsd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
buf,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
buffer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bufferqueue,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
bufio,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
buildlet,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
builds,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
bumping,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bunch,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
bundles,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
buttons,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
c1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
cacheconfiguration,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
cachemodule,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
calc,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
calculate,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
callees,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
caller,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
came,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
campaign,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
canmodifyaccount,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
capabilities,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
capacity,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
capitalize,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
capitalized,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
caps,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
capture,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
careful,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
careless,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
caret,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
casgstatus,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
caveat,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
celeste,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cells,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
centralauth,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
centrally,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ceph,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
cer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
certainly,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
cgo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
chain,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
challenging,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
changedcompleted,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
changeinfo,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
changelog,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
channel,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
characters,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
chdir,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
checkbox,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
checker,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
checkfboresources,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
chris,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
christian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
chunks,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cinder,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
cite,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
clarification,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
clarify,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
classname,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
clause,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
clearing,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
click,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
clicking,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
clone,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
closed,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
closer,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
closest,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
closing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
closures,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cloud,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
clumsy,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
co,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
coalesce,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
codebase,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
codes,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
collaboration,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
collected,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
collector,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
collision,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
column's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
columnname,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
columntouse,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
comapred,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
combination,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
combo,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
combobox,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
comfortable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
commas,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
commenting,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
commentlink,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
communication,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
compact,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
comparing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
compatible,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
compilation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
compiled,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
compiler,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
compiles,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
complained,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
complete,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
completion,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
complexity,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
components,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
compoundfiltertojsondbquery,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
compute,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
computechangesets,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
concept,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
concern,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
concurrent,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
config's,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
configurations,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
configure,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
confirmed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
conflicts,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
confuse,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
confused,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
confuses,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
connectallhoststolun,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
connectivity,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
consequent,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
consequently,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
console,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
consolidate,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
consolidated,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
consortium,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
constrained,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
construct,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
constructed,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
constructing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
constructporperty,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
content's,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
continuation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
contrary,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
controllare,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
controllers,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
conversational,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
converted,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
converter,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
coordinates,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
coordinator,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
copyright,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
corelib,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
corner,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
correctness,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cost,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
couldn't,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
covered,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
cppcheck,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
cpu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
crazy,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
crdate,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
credential,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
credentials,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
credited,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
creds,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
criticalsection,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
crop,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
crud,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
ctstr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ctx,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
curly,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
custom,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
custom3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
customcontext,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
cut,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
d'tors,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
damn,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dao,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
daos,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
darwinssl,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
datahandler,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
day,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
days,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dbal,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
dbgroup,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
dc,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
dead,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
deals,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
deb,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
debate,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
debugger,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
debugging,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
debugmacro,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
decides,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
decision,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
declaration,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
declare,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
decoding,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
decrypting,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
defaultconfiguration,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
definitions,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
delay,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
delegate,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
delegates,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
deletion,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
deltapos,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
depend,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
depended,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dependent,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
deploy,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
deprecating,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
deprecations,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
deps,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
describes,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
describing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
descriptions,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
deserializing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
design,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
desire,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
desired,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
destructor,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
detach,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
detail,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
details,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
detected,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
determine,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
determinism,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
developer,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
deviceruntimeonhostmachine,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
deviceruntimeversion,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
devices,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
dexfile,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
diagnostics,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dials,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
diff,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
differs,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
difficult,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dimension,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dimensional,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dirname,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
disable,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
disables,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
disagree,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
disclose,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
disconnected,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
disconnectstorageserver,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
discover,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
discovery,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
diskimageguid,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dislike,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
display,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
displayable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
displayed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
displaying,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
disregard,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
distinction,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
distractions,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
distribution,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
distro,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ditto,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
div,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
divider,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
docroot,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
documents,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
doesnt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
doh,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
dom,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
domdependent,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
dominant,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
dont,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
