Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
hard	10	0	1	0.0	0.1	6	4	0	0	0	5	3	2	0	0	
understand	21	4	6	0.1904762	0.2857143	9	12	0	0	0	9	8	3	1	0	
may	31	2	3	0.06451613	0.09677419	16	13	1	1	0	16	13	2	0	0	
suggest	12	1	1	0.083333336	0.083333336	8	4	0	0	0	6	4	2	0	0	
replace	17	0	0	0.0	0.0	11	6	0	0	0	13	4	0	0	0	
following	14	3	4	0.21428572	0.2857143	9	5	0	0	0	9	3	1	1	0	
bin	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
bash	2	0	1	0.0	0.5	1	1	0	0	0	1	0	1	0	0	
first	34	3	2	0.0882353	0.05882353	21	9	0	3	1	19	12	3	0	0	
been	26	2	6	0.07692308	0.23076923	16	7	1	2	0	14	8	3	1	0	
commented	8	1	1	0.125	0.125	7	1	0	0	0	4	4	0	0	0	
because	90	6	7	0.06666667	0.07777778	52	33	1	4	0	55	28	7	0	0	
doesn't	65	3	2	0.046153847	0.03076923	41	20	0	3	1	37	25	2	1	0	
work	46	6	3	0.13043478	0.06521739	23	18	1	2	2	23	18	2	1	2	
usr	3	1	3	0.33333334	1.0	2	1	0	0	0	2	0	0	1	0	
local	16	5	1	0.3125	0.0625	9	5	2	0	0	11	2	2	1	0	
instead	104	8	6	0.07692308	0.057692308	72	28	2	2	0	67	31	5	1	0	
note	18	1	3	0.055555556	0.16666667	13	4	1	0	0	13	3	1	1	0	
comment	78	8	5	0.102564104	0.06410257	50	23	1	4	0	55	19	4	0	0	
script	10	1	2	0.1	0.2	7	3	0	0	0	5	3	2	0	0	
invoked	5	0	2	0.0	0.4	4	1	0	0	0	3	1	1	0	0	
right	54	7	5	0.12962963	0.09259259	31	20	0	3	0	33	13	8	0	0	
shell	5	0	0	0.0	0.0	3	2	0	0	0	1	4	0	0	0	
build	18	1	0	0.055555556	0.0	14	2	2	0	0	15	3	0	0	0	
core	18	2	3	0.11111111	0.16666667	14	2	0	0	2	10	8	0	0	0	
main	9	2	0	0.22222222	0.0	5	3	1	0	0	5	3	1	0	0	
well	45	5	5	0.11111111	0.11111111	33	9	2	1	0	23	16	5	1	0	
your	35	3	4	0.08571429	0.114285715	15	16	2	2	0	22	7	6	0	0	
version	42	3	2	0.071428575	0.04761905	30	8	2	2	0	33	5	4	0	0	
easy	7	0	0	0.0	0.0	3	4	0	0	0	5	1	1	0	0	
i'll	26	3	3	0.115384616	0.115384616	16	4	2	4	0	14	8	3	1	0	
amended	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
commit	35	3	2	0.08571429	0.057142857	24	10	1	0	0	24	5	6	0	0	
yes	38	5	3	0.13157895	0.078947365	23	13	1	1	0	28	7	3	0	0	
uncommented	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
diagnostics	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
discovered	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
depended	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
import	12	1	1	0.083333336	0.083333336	8	3	0	1	0	8	4	0	0	0	
issueregistry	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
fqn	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
won't	21	3	3	0.14285715	0.14285715	13	7	0	1	0	15	4	2	0	0	
reimport	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
next	24	0	0	0.0	0.0	19	2	1	2	0	19	3	1	0	1	
time	42	5	2	0.11904762	0.04761905	21	17	2	2	0	25	13	2	1	1	
uncomment	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
block	26	1	1	0.03846154	0.03846154	19	5	0	2	0	1	22	2	1	0	
explain	10	1	1	0.1	0.1	5	5	0	0	0	7	3	0	0	0	
compiler	4	1	3	0.25	0.75	2	1	1	0	0	1	2	1	0	0	
failing	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
dx's	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
smart	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
dumb	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
tried	5	0	0	0.0	0.0	4	1	0	0	0	1	3	1	0	0	
include	16	1	2	0.0625	0.125	13	3	0	0	0	9	7	0	0	0	
large	4	0	0	0.0	0.0	4	0	0	0	0	0	4	0	0	0	
#	18	1	0	0.055555556	0.0	14	4	0	0	0	12	6	0	0	0	
else	24	0	6	0.0	0.25	14	2	0	8	0	11	11	2	0	0	
endif	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
break	10	0	0	0.0	0.0	7	3	0	0	0	5	5	0	0	0	
impact	5	0	0	0.0	0.0	3	1	1	0	0	5	0	0	0	0	
launch	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
specific	14	1	1	0.071428575	0.071428575	9	3	0	2	0	5	9	0	0	0	
utilities	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
agree	18	1	0	0.055555556	0.0	11	5	1	0	1	10	7	1	0	0	
makes	19	2	0	0.10526316	0.0	13	4	1	1	0	13	4	2	0	0	
sense	27	3	1	0.11111111	0.037037037	16	7	1	3	0	17	10	0	0	0	
consolidate	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
until	13	2	0	0.15384616	0.0	9	3	1	0	0	8	5	0	0	0	
becomes	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
unwieldy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tricky	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
going	21	0	2	0.0	0.0952381	15	5	1	0	0	10	9	1	1	0	
mostly	7	1	1	0.14285715	0.14285715	2	5	0	0	0	3	4	0	0	0	
dynamic	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
based	11	0	0	0.0	0.0	6	4	0	1	0	6	5	0	0	0	
content	2	0	0	0.0	0.0	1	1	0	0	0	0	1	1	0	0	
images	3	1	0	0.33333334	0.0	0	3	0	0	0	1	2	0	0	0	
folder	4	0	0	0.0	0.0	2	2	0	0	0	2	1	0	1	0	
want	60	3	2	0.05	0.033333335	36	22	1	1	0	34	22	4	0	0	
pthread	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
t	16	0	1	0.0	0.0625	13	3	0	0	0	14	2	0	0	0	
i'm	45	2	4	0.044444446	0.08888889	29	13	2	0	1	25	14	5	1	0	
misunderstanding	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
you're	26	3	0	0.115384616	0.0	14	9	3	0	0	16	7	2	1	0	
trying	16	2	1	0.125	0.0625	13	3	0	0	0	7	6	3	0	0	
who	8	1	1	0.125	0.125	2	5	0	1	0	6	2	0	0	0	
method	58	4	6	0.06896552	0.10344828	34	22	2	0	0	29	23	5	1	0	
useful	13	0	0	0.0	0.0	0	12	1	0	0	9	2	1	1	0	
rid	11	0	0	0.0	0.0	6	4	0	1	0	0	10	1	0	0	
associated	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
collapse	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
single	33	6	8	0.18181819	0.24242425	20	9	0	2	2	20	9	1	3	0	
pair	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ian	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
aware	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
created	13	0	0	0.0	0.0	7	6	0	0	0	7	6	0	0	0	
b	3	0	0	0.0	0.0	1	2	0	0	0	2	1	0	0	0	
15574371	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
contain	11	1	0	0.09090909	0.0	8	2	1	0	0	9	2	0	0	0	
many	16	5	1	0.3125	0.0625	5	7	2	2	0	7	8	1	0	0	
instructions	3	1	0	0.33333334	0.0	1	1	1	0	0	1	2	0	0	0	
short	7	1	1	0.14285715	0.14285715	3	3	1	0	0	4	2	1	0	0	
simple	6	2	1	0.33333334	0.16666667	2	2	1	1	0	2	4	0	0	0	
nevertheless	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
often	4	1	0	0.25	0.0	3	1	0	0	0	2	2	0	0	0	
over	12	2	0	0.16666667	0.0	10	2	0	0	0	6	5	1	0	0	
gratuitously	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
interesting	3	0	0	0.0	0.0	0	2	0	1	0	1	2	0	0	0	
cache	16	0	0	0.0	0.0	13	1	1	1	0	9	7	0	0	0	
bits	8	2	1	0.25	0.125	5	0	1	2	0	7	1	0	0	0	
depend	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
callee	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
caller	11	2	2	0.18181819	0.18181819	6	5	0	0	0	7	4	0	0	0	
increased	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
disabled	4	0	0	0.0	0.0	2	2	0	0	0	0	4	0	0	0	
pass	20	2	5	0.1	0.25	14	5	0	1	0	9	10	1	0	0	
manager	7	0	0	0.0	0.0	6	1	0	0	0	4	3	0	0	0	
options	9	2	0	0.22222222	0.0	3	2	2	2	0	4	5	0	0	0	
c	41	2	3	0.048780486	0.07317073	24	16	1	0	0	24	14	1	2	0	
wasn't	10	0	0	0.0	0.0	6	4	0	0	0	4	4	0	1	1	
option	16	2	3	0.125	0.1875	10	5	1	0	0	5	9	2	0	0	
case	62	3	2	0.048387095	0.032258064	25	28	4	5	0	34	21	6	1	0	
shouldn't	24	4	2	0.16666667	0.083333336	18	4	2	0	0	17	7	0	0	0	
say	28	1	3	0.035714287	0.10714286	16	11	1	0	0	19	4	5	0	0	
projects	7	0	0	0.0	0.0	5	1	0	1	0	4	3	0	0	0	
already	56	2	6	0.035714287	0.10714286	39	14	1	2	0	33	19	4	0	0	
sdk's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pointing	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
sdk	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
used	66	6	5	0.09090909	0.07575758	42	22	2	0	0	38	22	4	2	0	
ide	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
e	33	5	5	0.15151516	0.15151516	22	9	1	1	0	16	11	6	0	0	
modify	4	2	3	0.5	0.75	2	2	0	0	0	1	2	1	0	0	
project	21	4	3	0.1904762	0.14285715	11	10	0	0	0	7	12	2	0	0	
others	8	0	0	0.0	0.0	4	3	1	0	0	5	1	2	0	0	
sync	4	2	0	0.5	0.0	2	1	1	0	0	1	3	0	0	0	
part	33	2	4	0.060606062	0.121212125	20	12	0	1	0	20	9	4	0	0	
dialog	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
experience	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
global	10	1	2	0.1	0.2	4	6	0	0	0	8	2	0	0	0	
preference	5	1	1	0.2	0.2	3	2	0	0	0	4	1	0	0	0	
adb	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
no	125	10	8	0.08	0.064	81	36	6	2	0	71	45	7	2	0	
ambiguity	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
subtle	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
description	13	2	0	0.15384616	0.0	7	4	0	2	0	8	5	0	0	0	
problem	24	1	0	0.041666668	0.0	16	7	0	1	0	0	21	3	0	0	
mention	10	0	0	0.0	0.0	5	5	0	0	0	7	2	1	0	0	
some	59	4	8	0.06779661	0.13559322	32	19	2	6	0	25	21	10	3	0	
programs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
command	18	1	1	0.055555556	0.055555556	8	9	1	0	0	10	8	0	0	0	
collect	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
its	40	4	4	0.1	0.1	25	8	2	5	0	25	14	0	1	0	
output	11	0	4	0.0	0.36363637	5	4	1	1	0	7	3	0	1	0	
calling	9	3	3	0.33333334	0.33333334	5	2	2	0	0	5	2	2	0	0	
stdout	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
stder	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
handles	5	0	0	0.0	0.0	1	3	1	0	0	3	2	0	0	0	
happens	10	0	0	0.0	0.0	7	2	1	0	0	5	4	0	1	0	
passed	15	1	11	0.06666667	0.73333335	8	5	1	1	0	5	4	4	2	0	
client	20	4	1	0.2	0.05	6	11	1	2	0	15	4	1	0	0	
process	14	2	0	0.14285715	0.0	10	2	2	0	0	4	3	3	4	0	
starting	3	0	0	0.0	0.0	1	2	0	0	0	2	0	1	0	0	
server	19	3	3	0.15789473	0.15789473	7	11	1	0	0	9	6	3	1	0	
care	17	0	1	0.0	0.05882353	5	12	0	0	0	9	8	0	0	0	
must	32	2	4	0.0625	0.125	18	3	2	9	0	21	10	1	0	0	
taken	2	1	1	0.5	0.5	0	2	0	0	0	1	1	0	0	0	
reset	6	0	1	0.0	0.16666667	6	0	0	0	0	2	4	0	0	0	
non	22	3	2	0.13636364	0.09090909	12	7	3	0	0	9	8	5	0	0	
otherwise	28	2	2	0.071428575	0.071428575	16	8	3	1	0	16	10	2	0	0	
bad	17	2	0	0.11764706	0.0	7	7	2	1	0	0	15	1	1	0	
stuck	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
while	19	1	1	0.05263158	0.05263158	14	3	0	2	0	10	5	3	0	1	
ing	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
they're	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
connected	2	0	2	0.0	1.0	1	1	0	0	0	0	1	1	0	0	
corresponding	4	0	0	0.0	0.0	3	0	1	0	0	2	2	0	0	0	
latter	2	2	1	1.0	0.5	0	0	1	1	0	1	1	0	0	0	
never	18	0	2	0.0	0.11111111	8	6	2	2	0	8	9	1	0	0	
writes	3	0	3	0.0	1.0	2	0	1	0	0	1	1	0	1	0	
proc	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
thread	7	1	0	0.14285715	0.0	4	2	1	0	0	4	3	0	0	0	
attribute	8	0	0	0.0	0.0	6	2	0	0	0	4	4	0	0	0	
handle	17	2	2	0.11764706	0.11764706	11	4	1	1	0	10	7	0	0	0	
directly	24	2	0	0.083333336	0.0	12	9	2	1	0	16	6	2	0	0	
related	11	0	0	0.0	0.0	5	4	0	2	0	5	5	1	0	0	
needed	34	1	2	0.029411765	0.05882353	29	4	1	0	0	26	8	0	0	0	
multiple	12	1	4	0.083333336	0.33333334	10	2	0	0	0	4	6	1	1	0	
threads	6	0	1	0.0	0.16666667	5	0	1	0	0	2	4	0	0	0	
being	26	1	5	0.03846154	0.1923077	18	2	3	3	0	11	11	3	1	0	
reaching	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
mentioning	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
add	121	11	10	0.09090909	0.08264463	72	45	2	2	0	79	31	9	2	0	
ideally	2	2	0	1.0	0.0	0	1	1	0	0	1	1	0	0	0	
running	8	0	1	0.0	0.125	5	2	1	0	0	4	4	0	0	0	
higher	3	0	0	0.0	0.0	1	1	0	1	0	2	1	0	0	0	
32	5	0	0	0.0	0.0	3	1	0	1	0	4	1	0	0	0	
processes	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
64	5	0	0	0.0	0.0	2	1	0	2	0	3	1	1	0	0	
bufferqueue	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
vice	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
versa	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
different	44	4	4	0.09090909	0.09090909	25	13	3	3	0	22	20	1	1	0	
document	9	0	0	0.0	0.0	8	1	0	0	0	3	6	0	0	0	
precise	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
exact	4	0	0	0.0	0.0	1	3	0	0	0	4	0	0	0	0	
clearer	13	1	0	0.07692308	0.0	8	4	1	0	0	9	4	0	0	0	
constructporperty	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
suffix	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
let's	10	0	0	0.0	0.0	9	1	0	0	0	3	5	2	0	0	
delete	14	2	1	0.14285715	0.071428575	8	5	1	0	0	9	5	0	0	0	
dcheck	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
looks	31	0	8	0.0	0.2580645	6	12	1	12	0	14	14	3	0	0	
wrong	21	0	1	0.0	0.04761905	18	3	0	0	0	12	8	0	1	0	
me	63	4	8	0.06349207	0.12698413	31	15	1	16	0	36	21	6	0	0	
anyway	13	1	0	0.07692308	0.0	4	8	0	1	0	4	8	0	1	0	
certainly	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
const	13	0	0	0.0	0.0	11	2	0	0	0	5	8	0	0	0	
index	18	0	1	0.0	0.055555556	9	9	0	0	0	9	9	0	0	0	
backends	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
under	10	3	2	0.3	0.2	5	5	0	0	0	6	2	2	0	0	
obligation	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
take	30	0	1	0.0	0.033333335	17	12	0	1	0	19	10	1	0	0	
advantage	3	2	0	0.6666667	0.0	1	1	1	0	0	0	3	0	0	0	
audio	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
data	34	4	5	0.11764706	0.14705883	22	10	2	0	0	18	12	4	0	0	
changed	38	4	2	0.10526316	0.05263158	29	6	3	0	0	32	4	2	0	0	
keep	32	4	5	0.125	0.15625	15	13	1	3	0	22	8	2	0	0	
parseint	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
five	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
instances	5	0	0	0.0	0.0	4	1	0	0	0	4	1	0	0	0	
below	47	0	2	0.0	0.04255319	30	15	1	1	0	37	8	2	0	0	
call	42	3	6	0.071428575	0.14285715	28	9	0	4	1	25	11	5	1	0	
function	73	2	5	0.02739726	0.06849315	55	16	0	1	1	45	26	2	0	0	
device	9	0	0	0.0	0.0	5	4	0	0	0	6	3	0	0	0	
anything	11	0	0	0.0	0.0	5	6	0	0	0	6	5	0	0	0	
ui	13	0	0	0.0	0.0	12	1	0	0	0	7	6	0	0	0	
wrapped	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
complains	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
testing	4	1	1	0.25	0.25	2	1	1	0	0	2	1	1	0	0	
doc	16	0	1	0.0	0.0625	11	3	1	1	0	14	2	0	0	0	
sent	2	0	0	0.0	0.0	1	0	1	0	0	0	2	0	0	0	
https	22	1	0	0.045454547	0.0	14	8	0	0	0	16	5	0	1	0	
docs	8	0	0	0.0	0.0	6	1	0	0	1	7	1	0	0	0	
google	8	0	0	0.0	0.0	8	0	0	0	0	4	4	0	0	0	
com	19	1	0	0.05263158	0.0	16	3	0	0	0	14	4	1	0	0	
d	5	0	0	0.0	0.0	5	0	0	0	0	4	1	0	0	0	
1ubvjieyxonvzeyt1nkjqphcysku	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
x2lwvcrfhbxnpnm	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
edit	6	0	0	0.0	0.0	4	1	1	0	0	4	2	0	0	0	
usp	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
=	76	15	8	0.19736843	0.10526316	55	14	7	0	0	55	15	6	0	0	
sharing	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
ever	8	0	3	0.0	0.375	6	0	1	1	0	3	4	1	0	0	
defined	16	1	1	0.0625	0.0625	10	6	0	0	0	10	6	0	0	0	
bsd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
thing	17	0	0	0.0	0.0	12	5	0	0	0	13	2	1	1	0	
pick	6	0	0	0.0	0.0	5	1	0	0	0	5	1	0	0	0	
name	88	11	8	0.125	0.09090909	57	21	3	5	2	60	23	4	1	0	
collision	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
factor	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
whole	12	0	1	0.0	0.083333336	10	2	0	0	0	7	2	3	0	0	
reboot	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
service	11	0	0	0.0	0.0	5	2	1	3	0	6	4	1	0	0	
impl	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
gotos	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
table	20	-1	0	-0.05	0.0	11	8	0	1	0	14	1	5	0	0	
pointers	3	0	0	0.0	0.0	0	2	0	1	0	3	0	0	0	0	
sounds	11	0	0	0.0	0.0	5	2	0	4	0	7	4	0	0	0	
onsampleselected	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
callback	13	0	2	0.0	0.15384616	10	3	0	0	0	6	6	1	0	0	
combo	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
fetch	6	0	2	0.0	0.33333334	4	1	0	1	0	2	3	1	0	0	
sample	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
msamplepath	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
try	25	0	0	0.0	0.0	16	7	0	2	0	13	9	3	0	0	
selecting	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
load	9	1	3	0.11111111	0.33333334	4	5	0	0	0	3	3	3	0	0	
trivial	4	0	0	0.0	0.0	3	1	0	0	0	0	4	0	0	0	
solution	7	0	0	0.0	0.0	2	3	0	2	0	5	2	0	0	0	
sort	8	0	0	0.0	0.0	7	1	0	0	0	4	3	0	1	0	
msamplepaths	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
alphabetically	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
done	47	8	7	0.17021276	0.14893617	24	20	2	1	0	26	14	6	1	0	
place	23	0	1	0.0	0.04347826	13	5	0	5	0	10	8	3	2	0	
my	51	8	3	0.15686275	0.05882353	30	16	4	1	0	21	21	7	2	0	
fault	2	0	0	0.0	0.0	0	1	0	1	0	0	2	0	0	0	
forgetting	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
heap	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
allocation	7	0	0	0.0	0.0	6	0	0	0	1	4	3	0	0	0	
allocate	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
hold	3	0	0	0.0	0.0	2	0	1	0	0	3	0	0	0	0	
idmap	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
header	20	0	0	0.0	0.0	13	7	0	0	0	11	6	3	0	0	
performtransaltion	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
purpose	9	3	2	0.33333334	0.22222222	5	4	0	0	0	5	3	1	0	0	
scale	2	1	1	0.5	0.5	1	1	0	0	0	1	1	0	0	0	
less	14	2	5	0.14285715	0.35714287	5	9	0	0	0	5	6	2	1	0	
equal	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
1	84	18	18	0.21428572	0.21428572	50	25	3	6	0	48	33	2	1	0	
perform	4	1	1	0.25	0.25	2	2	0	0	0	1	3	0	0	0	
transaltion	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
support	15	0	0	0.0	0.0	3	11	0	1	0	7	6	2	0	0	
multi	6	0	1	0.0	0.16666667	2	4	0	0	0	1	5	0	0	0	
touch	2	0	0	0.0	0.0	0	0	0	2	0	2	0	0	0	0	
skip	6	0	0	0.0	0.0	4	2	0	0	0	6	0	0	0	0	
execution	3	4	1	1.3333334	0.33333334	1	0	2	0	0	0	3	0	0	0	
six	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
lines	20	1	0	0.05	0.0	11	6	0	3	0	10	6	4	0	0	
hence	7	4	6	0.5714286	0.85714287	4	2	0	1	0	2	3	2	0	0	
double	11	3	2	0.27272728	0.18181819	4	6	0	0	1	6	5	0	0	0	
quotes	5	0	1	0.0	0.2	2	2	0	1	0	2	3	0	0	0	
egl	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
egldefs	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
h	15	1	1	0.06666667	0.06666667	10	5	0	0	0	13	1	0	1	0	
log	30	0	1	0.0	0.033333335	19	5	1	5	0	21	8	1	0	0	
headers	10	0	0	0.0	0.0	9	1	0	0	0	8	2	0	0	0	
including	6	0	0	0.0	0.0	2	4	0	0	0	3	3	0	0	0	
forgot	8	1	2	0.125	0.25	5	2	1	0	0	6	1	1	0	0	
:-)	8	-2	0	-0.25	0.0	2	4	1	1	0	4	3	0	0	1	
however	8	0	0	0.0	0.0	3	3	1	1	0	3	4	1	0	0	
yet	14	3	1	0.21428572	0.071428575	7	4	2	1	0	10	3	0	1	0	
config	20	1	2	0.05	0.1	16	4	0	0	0	11	9	0	0	0	
eventually	2	-1	0	-0.5	0.0	2	0	0	0	0	2	0	0	0	0	
before	58	4	1	0.06896552	0.01724138	35	16	3	4	0	33	19	6	0	0	
defines	2	1	0	0.5	0.0	1	1	0	0	0	1	1	0	0	0	
hand	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
remove	73	1	2	0.01369863	0.02739726	46	21	2	4	0	51	19	1	2	0	
makefile	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
such	24	0	5	0.0	0.20833333	12	6	2	4	0	12	10	1	1	0	
common	10	0	1	0.0	0.1	8	1	0	1	0	8	1	1	0	0	
names	12	1	3	0.083333336	0.25	8	4	0	0	0	6	4	2	0	0	
runnable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
after	56	3	0	0.05357143	0.0	40	9	3	4	0	27	21	7	1	0	
one's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
onsuccess	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
possible	41	0	5	0.0	0.12195122	37	2	1	1	0	27	12	2	0	0	
rild	3	0	6	0.0	2.0	3	0	0	0	0	0	0	3	0	0	
radio	4	0	6	0.0	1.5	3	1	0	0	0	1	0	3	0	0	
sequence	5	0	4	0.0	0.8	3	2	0	0	0	3	0	2	0	0	
number	22	0	5	0.0	0.22727273	17	5	0	0	0	9	8	5	0	0	
request	10	1	2	0.1	0.2	4	4	1	1	0	5	3	2	0	0	
acted	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
notice	5	0	2	0.0	0.4	4	1	0	0	0	2	1	2	0	0	
socket	5	1	5	0.2	1.0	4	1	0	0	0	1	2	1	1	0	
error	71	3	4	0.04225352	0.056338027	47	19	4	1	0	42	24	4	1	0	
re	12	3	3	0.25	0.25	5	6	1	0	0	6	4	2	0	0	
establish	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
connection	5	1	3	0.2	0.6	2	3	0	0	0	0	4	1	0	0	
response	6	0	2	0.0	0.33333334	4	2	0	0	0	5	0	1	0	0	
